City,date,AvgTemperature,PredictedTemps
Budapest,2020-02-09,39.1,35.497227401945324
Budapest,2020-02-16,41.38571428571428,36.087626175387754
Budapest,2020-02-23,41.271428571428565,39.12008943640294
Budapest,2020-03-01,43.385714285714286,39.667957906957646
Budapest,2020-03-08,43.45714285714286,43.712157234197214
Budapest,2020-03-15,44.02857142857143,45.65750026582498
Budapest,2020-03-22,45.15714285714285,46.112005120274354
Budapest,2020-03-29,43.34285714285714,51.26987618872761
Budapest,2020-04-05,42.42857142857143,53.05718999468964
Budapest,2020-04-12,53.3,56.25885150627953
Budapest,2020-04-19,53.84285714285714,57.34402346875879
Budapest,2020-04-26,53.75714285714286,58.77818689410848
Budapest,2020-05-03,58.52857142857143,62.10948881206196
Budapest,2020-05-10,58.12857142857143,61.73423001582795
Budapest,2020-05-17,52.23333333333333,63.33745980804036
Buenos Aires,2018-05-27,56.35714285714285,55.4940377162758
Buenos Aires,2018-06-03,56.25714285714286,52.88081925005263
Buenos Aires,2018-06-10,50.7,52.5537819228322
Buenos Aires,2018-06-17,46.385714285714286,51.80924934106941
Buenos Aires,2018-06-24,50.614285714285714,51.98738615887925
Buenos Aires,2018-07-01,52.22857142857142,52.50587269486579
Buenos Aires,2018-07-08,47.58571428571428,52.01790067964016
Buenos Aires,2018-07-15,51.48571428571428,51.310878212097066
Buenos Aires,2018-07-22,50.08571428571428,49.572970888736954
Buenos Aires,2018-07-29,49.285714285714285,54.175668854312335
Buenos Aires,2018-08-05,46.457142857142856,54.80408841734065
Buenos Aires,2018-08-12,54.08571428571429,54.26005302914256
Buenos Aires,2018-08-19,54.82857142857143,56.43942730765296
Buenos Aires,2018-08-26,48.442857142857136,56.12327335054589
Buenos Aires,2018-09-02,55.18571428571429,56.538080175356086
Buenos Aires,2018-09-09,59.41428571428571,58.17142336290616
Buenos Aires,2018-09-16,59.07142857142857,58.090484188873326
Buenos Aires,2018-09-23,66.56666666666666,58.67986974606188
Buenos Aires,2018-09-30,63.68571428571429,60.114614447758335
Buenos Aires,2018-10-07,57.42857142857142,62.14639361275616
Buenos Aires,2018-10-14,61.18571428571428,63.89220518226988
Buenos Aires,2018-10-21,65.15714285714284,64.07635514979786
Buenos Aires,2018-10-28,58.51428571428571,65.71647505593336
Buenos Aires,2018-11-04,63.98571428571429,67.47314054135674
Buenos Aires,2018-11-11,71.31428571428572,69.4427898151794
Buenos Aires,2018-11-18,67.275,70.30083190030199
Buenos Aires,2018-11-25,69.61428571428571,69.08916703636825
Buenos Aires,2018-12-02,66.62857142857142,72.49098855250875
Buenos Aires,2018-12-09,65.28571428571429,73.17684214725314
Buenos Aires,2018-12-16,70.41428571428571,74.73125570140081
Buenos Aires,2018-12-23,71.61428571428571,75.40149057229075
Buenos Aires,2018-12-30,78.3,76.5305391556225
Buenos Aires,2019-01-06,74.87142857142858,75.19873752668947
Buenos Aires,2019-01-13,72.75714285714287,76.49401192670024
Buenos Aires,2019-01-20,69.88571428571429,75.41337680213823
Buenos Aires,2019-01-27,78.26666666666665,74.41147195323387
Buenos Aires,2019-02-03,77.94285714285714,75.33662854802029
Buenos Aires,2019-02-10,75.65714285714284,75.35978781122158
Buenos Aires,2019-02-17,68.7,72.6965837073376
Buenos Aires,2019-02-24,79.48571428571428,72.57593119796513
